pair_key,substance_a_id,substance_b_id,exact_chunk_count,class_level_chunk_count,total_chunk_count,source_count,source_ids,source_titles,exact_chunk_ids,class_level_chunk_ids,all_chunk_ids
benzodiazepines|yopo,yopo,benzodiazepines,0,0,0,0,,,,,
beta_blockers_ccb|beta_blockers_ccb,beta_blockers_ccb,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|brugmansia,brugmansia,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|cannabis,cannabis,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|clonidine_guanfacine,clonidine_guanfacine,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|cocaine,cocaine,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|dox,dox,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|five_meo_dmt,five_meo_dmt,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|iboga,beta_blockers_ccb,iboga,0,0,0,0,,,,,
beta_blockers_ccb|kambo,kambo,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|ketamine,ketamine,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|lamotrigine,lamotrigine,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|lithium,lithium,beta_blockers_ccb,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
beta_blockers_ccb|lsd,lsd,beta_blockers_ccb,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
beta_blockers_ccb|maoi_pharma,maoi_pharma,beta_blockers_ccb,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
beta_blockers_ccb|mdma,mdma,beta_blockers_ccb,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
beta_blockers_ccb|mescaline_peyote,mescaline_peyote,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|methylphenidate,methylphenidate,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|nbome_series,nbome_series,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|ndri_bupropion,ndri_bupropion,beta_blockers_ccb,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
beta_blockers_ccb|nn_dmt,nn_dmt,beta_blockers_ccb,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
beta_blockers_ccb|psilocybin,psilocybin,beta_blockers_ccb,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
beta_blockers_ccb|salvia,salvia,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|serotonergic_opioids,serotonergic_opioids,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|snri,snri,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|ssri,ssri,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|tobacco_rape,tobacco_rape,beta_blockers_ccb,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
beta_blockers_ccb|tricyclic_ad,tricyclic_ad,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|two_c_x,two_c_x,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers_ccb|yopo,yopo,beta_blockers_ccb,0,0,0,0,,,,,
beta_blockers|beta_blockers,beta_blockers,beta_blockers,0,0,0,0,,,,,
beta_blockers|brugmansia,brugmansia,beta_blockers,0,0,0,0,,,,,
beta_blockers|cannabis,cannabis,beta_blockers,3,0,3,2,barnett_2025;lindsey_2012,"Drug Interactions between Common Illicit Drugs and Prescription Therapies | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine",barnett_2025::chunk::0de876d321a0;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1,,barnett_2025::chunk::0de876d321a0;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1
beta_blockers|clonidine,clonidine,beta_blockers,0,0,0,0,,,,,
beta_blockers|cocaine,cocaine,beta_blockers,2,0,2,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1
beta_blockers|dox,dox,beta_blockers,0,0,0,0,,,,,
beta_blockers|five_meo_dmt,five_meo_dmt,beta_blockers,0,0,0,0,,,,,
beta_blockers|guanfacine,guanfacine,beta_blockers,0,0,0,0,,,,,
beta_blockers|iboga,beta_blockers,iboga,0,0,0,0,,,,,
beta_blockers|kambo,kambo,beta_blockers,0,0,0,0,,,,,
beta_blockers|ketamine,ketamine,beta_blockers,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::5157e31148e1
beta_blockers|lamotrigine,lamotrigine,beta_blockers,0,0,0,0,,,,,
beta_blockers|lithium,lithium,beta_blockers,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
beta_blockers|lsd,lsd,beta_blockers,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
beta_blockers|maoi_pharma,maoi_pharma,beta_blockers,3,14,17,4,barnett_2025;gillman_2023;lindsey_2012;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Monoamine oxidase inhibitors and clinically relevant drug interactions",barnett_2025::chunk::0de876d321a0;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,barnett_2025::chunk::0de876d321a0;gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
beta_blockers|mdma,mdma,beta_blockers,2,0,2,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1
beta_blockers|mescaline_peyote,mescaline_peyote,beta_blockers,0,0,0,0,,,,,
beta_blockers|methylphenidate,methylphenidate,beta_blockers,0,0,0,0,,,,,
beta_blockers|nbome_series,nbome_series,beta_blockers,0,0,0,0,,,,,
beta_blockers|ndri_bupropion,ndri_bupropion,beta_blockers,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
beta_blockers|nn_dmt,nn_dmt,beta_blockers,2,5,7,3,kargbo_2025;malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Reducing cardiovascular side effects of DMT using beta‑blockers | The pharmacological interaction of compounds in ayahuasca: a systematic review",kargbo_2025::chunk::1e3318fee23f;kargbo_2025::chunk::30fea5d3db91,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,kargbo_2025::chunk::1e3318fee23f;kargbo_2025::chunk::30fea5d3db91;malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
beta_blockers|psilocybin,psilocybin,beta_blockers,1,1,2,2,barnett_2025;halman_2024,"Drug-drug interactions involving classic psychedelics: A systematic review | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine",barnett_2025::chunk::0de876d321a0,halman_2024::chunk::3034cb6a7fd1,barnett_2025::chunk::0de876d321a0;halman_2024::chunk::3034cb6a7fd1
beta_blockers|salvia,salvia,beta_blockers,0,0,0,0,,,,,
beta_blockers|serotonergic_opioids,serotonergic_opioids,beta_blockers,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::5157e31148e1
beta_blockers|snri,snri,beta_blockers,0,0,0,0,,,,,
beta_blockers|ssri,ssri,beta_blockers,0,0,0,0,,,,,
beta_blockers|tobacco_rape,tobacco_rape,beta_blockers,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
beta_blockers|tricyclic_ad,tricyclic_ad,beta_blockers,0,0,0,0,,,,,
beta_blockers|two_c_x,two_c_x,beta_blockers,0,0,0,0,,,,,
beta_blockers|yopo,yopo,beta_blockers,0,0,0,0,,,,,
brugmansia|brugmansia,brugmansia,brugmansia,0,0,0,0,,,,,
brugmansia|calcium_channel_blockers,brugmansia,calcium_channel_blockers,0,0,0,0,,,,,
brugmansia|cannabis,brugmansia,cannabis,0,0,0,0,,,,,
brugmansia|clonidine,brugmansia,clonidine,0,0,0,0,,,,,
brugmansia|clonidine_guanfacine,brugmansia,clonidine_guanfacine,0,0,0,0,,,,,
brugmansia|cocaine,brugmansia,cocaine,0,0,0,0,,,,,
brugmansia|dox,brugmansia,dox,0,0,0,0,,,,,
brugmansia|five_meo_dmt,five_meo_dmt,brugmansia,0,0,0,0,,,,,
brugmansia|guanfacine,brugmansia,guanfacine,0,0,0,0,,,,,
brugmansia|iboga,brugmansia,iboga,0,0,0,0,,,,,
brugmansia|kambo,brugmansia,kambo,0,0,0,0,,,,,
brugmansia|ketamine,brugmansia,ketamine,0,0,0,0,,,,,
brugmansia|lamotrigine,brugmansia,lamotrigine,0,0,0,0,,,,,
brugmansia|lithium,brugmansia,lithium,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
brugmansia|lsd,lsd,brugmansia,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
brugmansia|maoi_pharma,brugmansia,maoi_pharma,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
brugmansia|mdma,brugmansia,mdma,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
brugmansia|mescaline_peyote,mescaline_peyote,brugmansia,0,0,0,0,,,,,
brugmansia|methylphenidate,brugmansia,methylphenidate,0,0,0,0,,,,,
brugmansia|nbome_series,brugmansia,nbome_series,0,0,0,0,,,,,
brugmansia|ndri_bupropion,brugmansia,ndri_bupropion,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
brugmansia|nn_dmt,nn_dmt,brugmansia,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
brugmansia|psilocybin,psilocybin,brugmansia,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
brugmansia|salvia,salvia,brugmansia,0,0,0,0,,,,,
brugmansia|serotonergic_opioids,brugmansia,serotonergic_opioids,0,0,0,0,,,,,
brugmansia|snri,brugmansia,snri,0,0,0,0,,,,,
brugmansia|ssri,brugmansia,ssri,0,0,0,0,,,,,
brugmansia|tobacco_rape,brugmansia,tobacco_rape,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
brugmansia|tricyclic_ad,brugmansia,tricyclic_ad,0,0,0,0,,,,,
brugmansia|two_c_x,brugmansia,two_c_x,0,0,0,0,,,,,
brugmansia|yopo,yopo,brugmansia,0,0,0,0,,,,,
calcium_channel_blockers|calcium_channel_blockers,calcium_channel_blockers,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|cannabis,cannabis,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|clonidine,clonidine,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|cocaine,cocaine,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|dox,dox,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|five_meo_dmt,five_meo_dmt,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|guanfacine,guanfacine,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|iboga,calcium_channel_blockers,iboga,0,0,0,0,,,,,
calcium_channel_blockers|kambo,kambo,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|ketamine,ketamine,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|lamotrigine,lamotrigine,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|lithium,lithium,calcium_channel_blockers,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
calcium_channel_blockers|lsd,lsd,calcium_channel_blockers,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
calcium_channel_blockers|maoi_pharma,maoi_pharma,calcium_channel_blockers,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
calcium_channel_blockers|mdma,mdma,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|mescaline_peyote,mescaline_peyote,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|methylphenidate,methylphenidate,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|nbome_series,nbome_series,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|ndri_bupropion,ndri_bupropion,calcium_channel_blockers,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
calcium_channel_blockers|nn_dmt,nn_dmt,calcium_channel_blockers,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
calcium_channel_blockers|psilocybin,psilocybin,calcium_channel_blockers,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
calcium_channel_blockers|salvia,salvia,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|serotonergic_opioids,serotonergic_opioids,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|snri,snri,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|ssri,ssri,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|tobacco_rape,tobacco_rape,calcium_channel_blockers,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
calcium_channel_blockers|tricyclic_ad,tricyclic_ad,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|two_c_x,two_c_x,calcium_channel_blockers,0,0,0,0,,,,,
calcium_channel_blockers|yopo,yopo,calcium_channel_blockers,0,0,0,0,,,,,
cannabis|cannabis,cannabis,cannabis,0,0,0,0,,,,,
cannabis|clonidine,cannabis,clonidine,0,0,0,0,,,,,
cannabis|clonidine_guanfacine,cannabis,clonidine_guanfacine,0,0,0,0,,,,,
cannabis|cocaine,cannabis,cocaine,4,0,4,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::2d84fb2a2f44;lindsey_2012::chunk::5157e31148e1;lindsey_2012::chunk::6d1b8e28126d,,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::2d84fb2a2f44;lindsey_2012::chunk::5157e31148e1;lindsey_2012::chunk::6d1b8e28126d
cannabis|dox,cannabis,dox,0,0,0,0,,,,,
cannabis|five_meo_dmt,five_meo_dmt,cannabis,0,0,0,0,,,,,
cannabis|guanfacine,cannabis,guanfacine,0,0,0,0,,,,,
cannabis|iboga,cannabis,iboga,0,0,0,0,,,,,
cannabis|kambo,kambo,cannabis,0,0,0,0,,,,,
cannabis|ketamine,cannabis,ketamine,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::5157e31148e1
cannabis|lamotrigine,cannabis,lamotrigine,0,0,0,0,,,,,
cannabis|lithium,cannabis,lithium,1,1,2,2,gillman_2023;lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies | Monoamine oxidase inhibitors and clinically relevant drug interactions,lindsey_2012::chunk::6d1b8e28126d,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6;lindsey_2012::chunk::6d1b8e28126d
cannabis|lsd,cannabis,lsd,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
