pair_key,substance_a_id,substance_b_id,code,status,confidence,risk_score,headline,mechanism_primary_category,evidence_tier,validation_flags,source_refs,source_text
amphetamine_stims|kambo,kambo,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
kambo|methylphenidate,kambo,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cocaine|kambo,kambo,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
kambo|mdma_2cx_dox_nbome,kambo,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|kambo,kambo,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|kambo,kambo,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
kambo|lithium,kambo,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|lamotrigine,kambo,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
kambo|ketamine,kambo,ketamine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,low_confidence;inferred_mechanism_added,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|kambo,kambo,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|kambo,kambo,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|kambo,kambo,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
calcium_channel_blockers|kambo,kambo,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
cannabis|tobacco_rape,tobacco_rape,cannabis,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
ssri|tobacco_rape,tobacco_rape,ssri,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
snri|tobacco_rape,tobacco_rape,snri,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
tobacco_rape|tricyclic_ad,tobacco_rape,tricyclic_ad,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
maoi_pharma|tobacco_rape,tobacco_rape,maoi_pharma,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
atypical_ad|tobacco_rape,tobacco_rape,atypical_ad,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
ndri_bupropion|tobacco_rape,tobacco_rape,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|tobacco_rape,tobacco_rape,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
methylphenidate|tobacco_rape,tobacco_rape,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cocaine|tobacco_rape,tobacco_rape,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
mdma_2cx_dox_nbome|tobacco_rape,tobacco_rape,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|tobacco_rape,tobacco_rape,antipsychotics,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antihypertensives|tobacco_rape,tobacco_rape,antihypertensives,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lithium|tobacco_rape,tobacco_rape,lithium,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
lamotrigine|tobacco_rape,tobacco_rape,lamotrigine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
ketamine|tobacco_rape,tobacco_rape,ketamine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|tobacco_rape,tobacco_rape,clonidine_guanfacine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|tobacco_rape,tobacco_rape,beta_blockers_ccb,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|tobacco_rape,tobacco_rape,beta_blockers,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,beta_blockers_statpearls,source-gap
calcium_channel_blockers|tobacco_rape,tobacco_rape,calcium_channel_blockers,THEORETICAL,low_confidence,low,2,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
cannabis|ssri,cannabis,ssri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|snri,cannabis,snri,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|tricyclic_ad,cannabis,tricyclic_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|maoi_pharma,cannabis,maoi_pharma,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
atypical_ad|cannabis,cannabis,atypical_ad,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|ndri_bupropion,cannabis,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
amphetamine_stims|cannabis,cannabis,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|methylphenidate,cannabis,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|cocaine,cannabis,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|mdma_2cx_dox_nbome,cannabis,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
antipsychotics|cannabis,cannabis,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
antihypertensives|cannabis,cannabis,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|lithium,cannabis,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|lamotrigine,cannabis,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
cannabis|ketamine,cannabis,ketamine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,ketamine_psychiatric_medication_interactions_ijnp,source-gap
cannabis|clonidine_guanfacine,cannabis,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,psychiatric_times_cannabis_psychedelics_memory,source-gap
beta_blockers_ccb|cannabis,cannabis,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,psychiatric_times_cannabis_psychedelics_memory,source-gap
beta_blockers|cannabis,cannabis,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
calcium_channel_blockers|cannabis,cannabis,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,psychiatric_times_cannabis_psychedelics_memory,source-gap
alcohol|antihypertensives,alcohol,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
ndri_bupropion|ssri,ssri,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|ssri,ssri,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
methylphenidate|ssri,ssri,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cocaine|ssri,ssri,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
mdma_2cx_dox_nbome|ssri,ssri,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|ssri,ssri,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|ssri,ssri,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lithium|ssri,ssri,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
lamotrigine|ssri,ssri,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
ketamine|ssri,ssri,ketamine,THEORETICAL,low_confidence,low,2,An NMDA-antagonist pair with a classic psychedelic suggests glutamate modulation and dissociative synergy rather than a clearly defined toxic syndrome.,glutamate_modulation,theoretical,missing_timing;low_confidence;theoretical_interaction,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|ssri,ssri,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|ssri,ssri,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|ssri,ssri,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
calcium_channel_blockers|ssri,ssri,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
ndri_bupropion|snri,snri,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|snri,snri,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
methylphenidate|snri,snri,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cocaine|snri,snri,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
mdma_2cx_dox_nbome|snri,snri,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|snri,snri,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|snri,snri,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lithium|snri,snri,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
lamotrigine|snri,snri,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
ketamine|snri,snri,ketamine,THEORETICAL,low_confidence,low,2,An NMDA-antagonist pair with a classic psychedelic suggests glutamate modulation and dissociative synergy rather than a clearly defined toxic syndrome.,glutamate_modulation,theoretical,missing_timing;low_confidence;theoretical_interaction,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|snri,snri,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|snri,snri,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|snri,snri,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
calcium_channel_blockers|snri,snri,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
ndri_bupropion|tricyclic_ad,tricyclic_ad,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|tricyclic_ad,tricyclic_ad,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
methylphenidate|tricyclic_ad,tricyclic_ad,methylphenidate,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
cocaine|tricyclic_ad,tricyclic_ad,cocaine,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
mdma_2cx_dox_nbome|tricyclic_ad,tricyclic_ad,mdma_2cx_dox_nbome,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
antipsychotics|tricyclic_ad,tricyclic_ad,antipsychotics,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
antihypertensives|tricyclic_ad,tricyclic_ad,antihypertensives,THEORETICAL,low_confidence,low,2,Two blood-pressure / heart-rate active agents create a provisional hemodynamic interaction.,hemodynamic_interaction,theoretical,missing_timing;low_confidence;theoretical_interaction,human_heart_hallucinogenic_drugs_2024,source-gap
lithium|tricyclic_ad,tricyclic_ad,lithium,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
lamotrigine|tricyclic_ad,tricyclic_ad,lamotrigine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,entheogen_interactions_research_update,source-gap
ketamine|tricyclic_ad,tricyclic_ad,ketamine,THEORETICAL,low_confidence,low,2,An NMDA-antagonist pair with a classic psychedelic suggests glutamate modulation and dissociative synergy rather than a clearly defined toxic syndrome.,glutamate_modulation,theoretical,missing_timing;low_confidence;theoretical_interaction,ketamine_psychiatric_medication_interactions_ijnp,source-gap
clonidine_guanfacine|tricyclic_ad,tricyclic_ad,clonidine_guanfacine,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers_ccb|tricyclic_ad,tricyclic_ad,beta_blockers_ccb,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added;override_applied,entheogen_interactions_research_update,source-gap
beta_blockers|tricyclic_ad,tricyclic_ad,beta_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,beta_blockers_statpearls,source-gap
calcium_channel_blockers|tricyclic_ad,tricyclic_ad,calcium_channel_blockers,INFERRED,inferred,low,,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",psychiatric_destabilization,theoretical,missing_timing;low_confidence;inferred_mechanism_added,human_heart_hallucinogenic_drugs_2024,source-gap
maoi_pharma|ndri_bupropion,maoi_pharma,ndri_bupropion,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
amphetamine_stims|maoi_pharma,maoi_pharma,amphetamine_stims,THEORETICAL,low_confidence,low,2,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,sympathomimetic_load,theoretical,missing_timing;low_confidence;theoretical_interaction,entheogen_interactions_research_update,source-gap
